event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,secondservepointswon_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS038,R64,01:49:00,,F,3,V141,"6-4,2-6,6-1",D. Vacek,O. Camporese,,,CZE,ITA,6-4,2-6,6-1,,,01:49:00,254,/en/stats/leaderboard?page=serve,,2,58,40,69,68,27,40,52,15,29,25,1,4,12,215,/en/stats/leaderboard?page=serve,3,3,38,33,86,61,20,33,55,29,53,44,4,9,13,61,42,69,43,37,86,51,79,155,57,49,86,39,27,69,49,76,155,A,1,,,,,,,,,D. Vacek,O. Camporese,V141,C009,CZE,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS039,R64,02:08:00,,F,3,R286,"7-6(7),3-6,6-2",M. Rios,A. Corretja,,,CHI,ESP,7-6(7),3-6,6-2,,,02:08:00,240,/en/stats/leaderboard?page=serve,,4,50,53,106,55,29,53,64,34,53,43,3,7,15,242,/en/stats/leaderboard?page=serve,2,4,63,62,99,74,46,62,32,12,37,50,4,8,14,59,63,106,41,41,99,51,104,205,59,58,99,41,43,106,49,101,205,A,6,7,5,,,,,,,M. Rios,A. Corretja,R286,C344,CHI,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS040,R64,00:40:00,,F,2,E113,"6-2,6-1",T. Enqvist,B. Black,,,SWE,ZIM,6-2,6-1,,,,00:40:00,219,/en/stats/leaderboard?page=serve,,4,67,24,36,83,20,24,67,8,12,0,0,,7,168,/en/stats/leaderboard?page=serve,6,2,58,23,40,48,11,23,29,5,17,29,2,7,8,78,28,36,60,24,40,68,52,76,40,16,40,22,8,36,32,24,76,A,2,,,,,,,,,T. Enqvist,B. Black,E113,B397,SWE,ZIM,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS041,R64,01:16:00,,F,2,H223,"6-1,6-4",P. Haarhuis,D. Nargiso,,,NED,ITA,6-1,6-4,,,,01:16:00,275,/en/stats/leaderboard?page=serve,False,1,53,24,45,67,16,24,67,14,21,67,2,3,8,191,/en/stats/leaderboard?page=serve,2,2,51,36,71,53,19,36,43,15,35,62,8,13,9,67,30,45,52,37,71,58,67,116,48,34,71,33,15,45,42,49,116,A,,,,,,,,,,P. Haarhuis,D. Nargiso,H223,N109,NED,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS042,R64,01:21:00,,F,2,G254,"7-5,6-1",A. Gaudenzi,J. Hlasek,,,ITA,SUI,7-5,6-1,,,,01:21:00,295,/en/stats/leaderboard?page=serve,,1,64,37,58,62,23,37,81,17,21,67,2,3,9,198,/en/stats/leaderboard?page=serve,5,4,51,36,71,61,22,36,37,13,35,67,10,15,10,69,40,58,51,36,71,59,76,129,49,35,71,31,18,58,41,53,129,A,1,,,,,,,,,A. Gaudenzi,J. Hlasek,G254,H025,ITA,SUI,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS043,R64,01:28:00,,F,2,S351,"6-3,7-6(7)",M. Stich,E. Sanchez,,,GER,ESP,6-3,7-6(7),,,,01:28:00,275,/en/stats/leaderboard?page=serve,,5,51,38,75,82,31,38,49,18,37,67,2,3,11,257,/en/stats/leaderboard?page=serve,1,0,64,44,69,70,31,44,44,11,25,71,5,7,10,65,49,75,39,27,69,53,76,144,61,42,69,35,26,75,47,68,144,A,2,,,7,5,,,,,M. Stich,E. Sanchez,S351,S014,GER,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS044,R64,02:12:00,,F,3,C378,"6-1,6-7(3),6-4",A. Costa,K. Carlsen,,,ESP,DEN,6-1,6-7(3),6-4,,,02:12:00,263,/en/stats/leaderboard?page=serve,,2,74,67,90,67,45,67,48,11,23,25,1,4,14,207,/en/stats/leaderboard?page=serve,2,1,51,54,105,59,32,54,45,23,51,46,6,13,15,62,56,90,48,50,105,54,106,195,52,55,105,38,34,90,46,89,195,A,6,,,3,7,,,,,A. Costa,K. Carlsen,C378,C328,ESP,DEN,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS045,R64,01:38:00,,F,3,S572,"6-4,3-6,6-4",S. Schalken,C. Caratti,,,NED,ITA,6-4,3-6,6-4,,,01:38:00,252,/en/stats/leaderboard?page=serve,,2,63,55,88,60,33,55,58,19,33,43,3,7,14,243,/en/stats/leaderboard?page=serve,3,3,62,55,89,56,31,55,59,20,34,38,3,8,15,59,52,88,43,38,89,51,90,177,57,51,89,41,36,88,49,87,177,A,2,,,,,,,,,S. Schalken,C. Caratti,S572,C270,NED,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS046,R64,01:39:00,,F,2,G247,"6-2,7-5",H. Gumy,T. El Sawy,,,ARG,EGY,6-2,7-5,,,,01:39:00,261,/en/stats/leaderboard?page=serve,,2,73,55,75,64,35,55,45,9,20,78,7,9,10,202,/en/stats/leaderboard?page=serve,2,0,56,37,66,57,21,37,41,12,29,58,7,12,10,59,44,75,50,33,66,55,77,141,50,33,66,41,31,75,45,64,141,A,3,,,,,,,,,H. Gumy,T. El Sawy,G247,E146,ARG,EGY,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS047,R64,01:30:00,,F,2,C243,"6-3,6-3",J. Courier,R. Furlan,,,USA,ITA,6-3,6-3,,,,01:30:00,270,/en/stats/leaderboard?page=serve,,6,54,26,48,77,20,26,59,13,22,33,1,3,9,192,/en/stats/leaderboard?page=serve,5,2,63,51,81,65,33,51,23,7,30,69,11,16,9,69,33,48,51,41,81,57,74,129,49,40,81,31,15,48,43,55,129,A,3,,,,,,,,,J. Courier,R. Furlan,C243,F192,USA,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS048,R64,01:26:00,,F,2,F196,"7-6(7),6-2",W. Ferreira,G. Forget,,,RSA,FRA,7-6(7),6-2,,,,01:26:00,279,/en/stats/leaderboard?page=serve,,10,55,44,80,70,31,44,56,20,36,89,8,9,10,248,/en/stats/leaderboard?page=serve,3,6,59,38,64,74,28,38,42,11,26,40,2,5,10,64,51,80,39,25,64,53,76,144,61,39,64,36,29,80,47,68,144,A,2,7,5,,,,,,,W. Ferreira,G. Forget,F196,F035,RSA,FRA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS049,R64,02:00:00,,F,3,R016,"6-7(6),6-3,6-1",R. Reneberg,Y. El Aynaoui,,,USA,MAR,6-7(6),6-3,6-1,,,02:00:00,208,/en/stats/leaderboard?page=serve,,5,46,36,78,83,30,36,76,32,42,0,0,,14,242,/en/stats/leaderboard?page=serve,4,3,56,57,102,65,37,57,51,23,45,67,8,12,14,79,62,78,41,42,102,58,104,180,59,60,102,21,16,78,42,76,180,A,2,6,8,,,,,,,R. Reneberg,Y. El Aynaoui,R016,E121,USA,MAR,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS050,R64,01:56:00,,F,3,M605,"6-2,4-6,6-4",C. Moya,J. Arrese,,,ESP,ESP,6-2,4-6,6-4,,,01:56:00,255,/en/stats/leaderboard?page=serve,,1,84,69,82,61,42,69,46,6,13,38,3,8,14,243,/en/stats/leaderboard?page=serve,,1,88,98,111,50,49,98,54,7,13,65,13,20,14,59,48,82,50,55,111,53,103,193,50,56,111,41,34,82,47,90,193,A,1,,,,,False,,,,C. Moya,J. Arrese,M605,A034,ESP,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS051,R64,01:24:00,,F,2,W124,"6-4,6-3",M. Washington,G. Pozzi,,,USA,ITA,6-4,6-3,,,,01:24:00,265,/en/stats/leaderboard?page=serve,,4,44,30,68,70,21,30,63,24,38,75,3,4,10,224,/en/stats/leaderboard?page=serve,2,3,40,25,63,72,18,25,45,17,38,25,1,4,9,66,45,68,44,28,63,56,73,131,56,35,63,34,23,68,44,58,131,A,6,,,,,,,,,M. Washington,G. Pozzi,W124,P045,USA,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS052,R64,01:44:00,,F,3,M475,"6-3,2-6,6-3",A. Medvedev,C. Ruud,,,UKR,NOR,6-3,2-6,6-3,,,01:44:00,251,/en/stats/leaderboard?page=serve,,3,48,37,77,65,24,37,63,25,40,25,1,4,13,242,/en/stats/leaderboard?page=serve,3,2,60,52,87,65,34,52,49,17,35,64,7,11,13,64,49,77,41,36,87,52,85,164,59,51,87,36,28,77,48,79,164,A,4,,,,,,,,,A. Medvedev,C. Ruud,M475,R219,UKR,NOR,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS053,R64,02:02:00,,F,3,A190,"1-6,6-4,6-1",E. Benfele Alvarez,G. Schaller,,,ESP,AUT,1-6,6-4,6-1,,,02:02:00,249,/en/stats/leaderboard?page=serve,False,1,56,48,85,58,28,48,59,22,37,75,9,12,12,235,/en/stats/leaderboard?page=serve,3,2,66,47,71,66,31,47,38,9,24,0,0,4,12,59,50,85,44,31,71,52,81,156,56,40,71,41,35,85,48,75,156,A,,,,,,,,,,E. Benfele Alvarez,G. Schaller,A190,S315,ESP,AUT,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS054,R64,01:00:00,,F,2,C179,"6-2,6-1",C. Costa,T. Guardiola,,,ESP,FRA,6-2,6-1,,,,01:00:00,276,/en/stats/leaderboard?page=serve,,3,70,33,47,82,27,33,36,5,14,75,3,4,8,157,/en/stats/leaderboard?page=serve,2,2,47,20,43,60,12,20,22,5,23,17,1,6,7,68,32,47,60,26,43,64,58,90,40,17,43,32,15,47,36,32,90,A,2,,,,,,,,,C. Costa,T. Guardiola,C179,G231,ESP,FRA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS055,R64,02:02:00,,F,3,K267,"4-6,6-3,6-4",Y. Kafelnikov,C. Borroni,,,RUS,ITA,4-6,6-3,6-4,,,02:02:00,291,/en/stats/leaderboard?page=serve,,4,59,51,87,76,39,51,61,22,36,80,4,5,15,260,/en/stats/leaderboard?page=serve,4,5,51,57,112,67,38,57,56,31,55,78,7,9,14,70,61,87,38,43,112,52,104,199,62,69,112,30,26,87,48,95,199,A,2,,,,,,,,,Y. Kafelnikov,C. Borroni,K267,B455,RUS,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS056,R64,01:30:00,,F,2,K214,"6-4,6-4",R. Krajicek,S. Bruguera,,,NED,ESP,6-4,6-4,,,,01:30:00,246,/en/stats/leaderboard?page=serve,,11,55,38,69,89,34,38,42,13,31,,0,,10,254,/en/stats/leaderboard?page=serve,,0,54,42,78,48,20,42,72,26,36,71,5,7,10,68,47,69,41,32,78,54,79,147,59,46,78,32,22,69,46,68,147,A,1,,,,,False,,,,R. Krajicek,S. Bruguera,K214,B350,NED,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS057,R64,01:29:00,,F,2,C252,"7-6(7),6-3",F. Clavet,T. Carbonell,,,ESP,ESP,7-6(7),6-3,,,,01:29:00,247,/en/stats/leaderboard?page=serve,,1,59,42,71,60,25,42,59,17,29,57,4,7,10,214,/en/stats/leaderboard?page=serve,1,3,55,44,80,61,27,44,42,15,36,67,10,15,11,59,42,71,48,38,80,53,80,151,53,42,80,41,29,71,47,71,151,A,2,7,3,,,,,,,F. Clavet,T. Carbonell,C252,C216,ESP,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS058,R64,02:04:00,,F,3,P338,"6-3,4-6,7-6(7)",M. Philippoussis,R. Carretero,,,AUS,ESP,6-3,4-6,7-6(7),,,02:04:00,304,/en/stats/leaderboard?page=serve,,15,87,77,89,78,60,77,42,5,12,50,2,4,16,283,/en/stats/leaderboard?page=serve,3,0,95,101,106,65,66,101,40,2,5,78,7,9,15,73,65,89,36,38,106,53,103,195,64,68,106,27,24,89,47,92,195,A,5,,,,,,,7,3,M. Philippoussis,R. Carretero,P338,C383,AUS,ESP,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS059,R64,02:22:00,,F,3,V166,"3-6,6-4,7-6(7)",A. Voinea,A. Boetsch,,,ROU,FRA,3-6,6-4,7-6(7),,,02:22:00,240,/en/stats/leaderboard?page=serve,,5,59,71,121,66,47,71,46,23,50,62,8,13,16,253,/en/stats/leaderboard?page=serve,2,5,62,68,110,72,49,68,43,18,42,71,10,14,15,58,70,121,39,43,110,49,113,231,61,67,110,42,51,121,51,118,231,A,4,,,,,,,7,4,A. Voinea,A. Boetsch,V166,B053,ROU,FRA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS060,R64,01:14:00,,F,2,P226,"6-3,6-2",C. Pioline,S. Pescosolido,,,FRA,ITA,6-3,6-2,,,,01:14:00,282,/en/stats/leaderboard?page=serve,,4,72,46,64,70,32,46,50,9,18,80,4,5,9,194,/en/stats/leaderboard?page=serve,5,1,51,23,45,65,15,23,32,7,22,20,1,5,8,64,41,64,51,23,45,59,64,109,49,22,45,36,23,64,41,45,109,A,2,,,,,,,,,C. Pioline,S. Pescosolido,P226,P235,FRA,ITA,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS061,R64,01:17:00,,F,2,E004,"6-3,6-4",S. Edberg,J. Siemerink,,,SWE,NED,6-3,6-4,,,,01:17:00,239,/en/stats/leaderboard?page=serve,,3,49,32,65,78,25,32,39,13,33,75,6,8,9,194,/en/stats/leaderboard?page=serve,5,3,50,28,56,64,18,28,32,9,28,17,1,6,10,58,38,65,52,29,56,55,67,121,48,27,56,42,27,65,45,54,121,A,7,,,,,,,,,S. Edberg,J. Siemerink,E004,S381,SWE,NED,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS062,R64,01:11:00,,F,2,U032,"6-4,6-2",B. Ulihrach,S. Matsuoka,,,CZE,JPN,6-4,6-2,,,,01:11:00,270,/en/stats/leaderboard?page=serve,False,2,55,32,58,78,25,32,58,15,26,,0,,9,236,/en/stats/leaderboard?page=serve,3,2,59,27,46,70,19,27,42,8,19,25,1,4,9,69,40,58,41,19,46,57,59,104,59,27,46,31,18,58,43,45,104,A,,,,,,,,,,B. Ulihrach,S. Matsuoka,U032,M338,CZE,JPN,,
416,1996,ATP Masters 1000 Rome,1000,1996-05-13T00:00:00,1996-05-19T00:00:00,Clay,64,1950000,$,MS063,R64,01:32:00,,F,2,I034,"7-6(7),6-3",G. Ivanisevic,G. Rusedski,,,CRO,GBR,7-6(7),6-3,,,,01:32:00,270,/en/stats/leaderboard?page=serve,,7,50,46,92,70,32,46,57,26,46,86,6,7,11,257,/en/stats/leaderboard?page=serve,1,3,47,31,66,71,22,31,57,20,35,50,2,4,10,63,58,92,36,24,66,52,82,158,64,42,66,37,34,92,48,76,158,A,4,7,3,,,,,,,G. Ivanisevic,G. Rusedski,I034,R237,CRO,GBR,,
