Tournament Name,Tournament Title,Level,Year,Start Date,End Date,Surface,indoor_outdoor,City,Country,Singles Draw Size,Doubles Draw Size,Prize Money,Prize Money Currency,Tournament ID,Match ID,Date,Round Name,Set 1 Score,Set 2 Score,Set 3 Score,Home Player,Home Country,Home Seed,Away Player,Away Country,Away Seed,ScoreString,WinnerFlag,winner_flag,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,PlayerCountryA,PlayerCountryB,PlayerIDA,PlayerIDB,ScoreSet1A,ScoreSet1B,ScoreSet2A,ScoreSet2B,ScoreSet3A,ScoreSet3B,ScoreSet4A,ScoreSet4B,ScoreSet5A,ScoreSet5B,ScoreTbSet1,ScoreTbSet2,ScoreTbSet3,ScoreTbSet4,SeedA,SeedB
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662494,2026-01-12T01:20:00+00:00,,6-1,4-6,0-6,Bernarda Pera,USA,,Viktoriya Tomova,BGR,18,"6-1,4-6,0-6",3,B,Viktoriya Tomova,Bernarda Pera,18,,BGR,USA,USA,BGR,317708,317584,6,1,4,6,0,6,,,,,,,,,,18
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662476,2026-01-12T01:05:00+00:00,,4-6,4-6,,Laura Pigossi,BRA,,Lin Zhu,CHN,,"4-6,4-6",3,B,Lin Zhu,Laura Pigossi,,,CHN,BRA,BRA,CHN,317155,317306,4,6,4,6,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662498,2026-01-12T00:40:00+00:00,,6-3,7-5,,Despina Papamichail,GRC,,Sachia Vickery,USA,,"6-3,7-5",2,A,Despina Papamichail,Sachia Vickery,,,GRC,USA,GRC,USA,45139,317443,6,3,7,5,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662500,2026-01-12T00:30:00+00:00,,6-2,3-6,6-0,Yuliia Starodubtseva,UKR,6,Alice Tubello,FRA,,"6-2,3-6,6-0",2,A,Yuliia Starodubtseva,Alice Tubello,6,,UKR,FRA,UKR,FRA,325338,227490,6,2,3,6,6,0,,,,,,,,,6,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662526,2026-01-12T00:25:00+00:00,,6-2,6-4,,Olivia Gadecki,AUS,,Arantxa Rus,NLD,22,"6-2,6-4",2,A,Olivia Gadecki,Arantxa Rus,,22,AUS,NLD,AUS,NLD,326653,313349,6,2,6,4,,,,,,,,,,,,22
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67670342,2026-01-12T00:20:00+00:00,,6-1,7-5,,Sloane Stephens,USA,,Barbora Palicova,CZE,,"6-1,7-5",2,A,Sloane Stephens,Barbora Palicova,,,USA,CZE,USA,CZE,315683,330363,6,1,7,5,,,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662422,2026-01-11T23:00:00+00:00,,6-3,6-3,,Nikola Bartunkova,CZE,16,Selena Janicijevic,FRA,,"6-3,6-3",2,A,Nikola Bartunkova,Selena Janicijevic,16,,CZE,FRA,CZE,FRA,721779,329090,6,3,6,3,,,,,,,,,,,16,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662506,2026-01-11T23:00:00+00:00,,6-4,1-6,6-3,Julia Riera,ARG,,Ena Shibahara,JPN,,"6-4,1-6,6-3",2,A,Julia Riera,Ena Shibahara,,,ARG,JPN,ARG,JPN,327287,322527,6,4,1,6,6,3,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662508,2026-01-11T23:00:00+00:00,,6-2,6-2,,Zeynep Sonmez,TUR,5,Laura Samson,CZE,,"6-2,6-2",2,A,Zeynep Sonmez,Laura Samson,5,,TUR,CZE,TUR,CZE,326907,1017327,6,2,6,2,,,,,,,,,,,5,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662528,2026-01-11T23:00:00+00:00,,5-7,6-4,5-7,Nuria Brancaccio,ITA,,Mary Stoiana,USA,,"5-7,6-4,5-7",3,B,Mary Stoiana,Nuria Brancaccio,,,USA,ITA,ITA,USA,325433,679319,5,7,6,4,5,7,,,,,,,,,,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67662530,2026-01-11T23:00:00+00:00,,6-0,6-7(3),6-1,Lucia Bronzetti,ITA,2,Aliona Bolsova,ESP,,"6-0,6(7)-7,6-1",2,A,Lucia Bronzetti,Aliona Bolsova,2,,ITA,ESP,ITA,ESP,322280,115507,6,0,6,7,6,1,,,,,,3,,,2,
AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",Grand Slam,2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUSTRALIA,128,64,,USD,901,RS67670338,2026-01-11T23:00:00+00:00,,7-6(5),7-6(6),,Tina Nadine Smith,AUS,,Cadence Brace,CAN,,"7-6(7),7-6(8)",2,A,Tina Nadine Smith,Cadence Brace,,,AUS,CAN,AUS,CAN,299308,751899,7,6,7,6,,,,,,,5,6,,,,
