event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS116,R128,03:55:00,,F,4,SM37,"6-4,6-7(6),6-3,7-6(7)",D. Schwartzman,O. Krutykh,,,ARG,UKR,6-4,6-7(6),6-3,7-6(7),,03:55:00,A,D. Schwartzman,O. Krutykh,ARG,UKR,,,289,/en/stats/leaderboard?page=serve,4,8,68,103,152,68,70,103,59,29,49,88,14,16,22,261,/en/stats/leaderboard?page=serve,3,9,50,69,139,74,51,69,51,36,70,67,8,12,21,65,99,152,37,52,139,52,151,291,63,87,139,35,53,152,48,140,291,6,8,,,03:55:00,03:55:00,,,,,7,5,SM37,K0DP
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS117,R128,03:24:00,,F,4,W09G,"6-3,3-6,6-4,7-5",J. Wolf,J. Thompson,,,USA,AUS,6-3,3-6,6-4,7-5,,03:24:00,A,J. Wolf,J. Thompson,USA,AUS,,,297,/en/stats/leaderboard?page=serve,5,17,68,89,130,73,65,89,54,22,41,82,9,11,20,270,/en/stats/leaderboard?page=serve,3,19,61,84,137,73,61,84,40,21,53,67,8,12,20,67,87,130,40,55,137,53,142,267,60,82,137,33,43,130,47,125,267,,,,,03:24:00,03:24:00,,,,,,,W09G,TC61
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS118,R128,04:23:00,,F,5,MP01,"4-6,2-6,7-6(9),6-4,6-2",M. Mmoh,L. Lokoli,,,USA,FRA,4-6,2-6,7-6(9),6-4,6-2,04:23:00,A,M. Mmoh,L. Lokoli,USA,FRA,,,258,/en/stats/leaderboard?page=serve,6,9,58,82,142,70,57,82,52,31,60,33,3,9,24,257,/en/stats/leaderboard?page=serve,8,11,63,91,145,70,64,91,46,25,54,45,5,11,24,62,88,142,39,56,145,50,144,287,61,89,145,38,54,142,50,143,287,,,9,7,04:23:00,04:23:00,,,,,,,MP01,LC12
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS119,R128,04:06:00,,F,5,Z355,"4-6,6-1,5-7,7-6(7),6-4",A. Zverev,J. Varillas,,,GER,PER,4-6,6-1,5-7,7-6(7),6-4,04:06:00,A,A. Zverev,J. Varillas,GER,PER,,,299,/en/stats/leaderboard?page=serve,5,21,74,107,145,83,89,107,42,16,38,43,3,7,26,275,/en/stats/leaderboard?page=serve,0,15,61,109,178,70,76,109,49,34,69,72,13,18,25,72,105,145,38,68,178,54,173,323,62,110,178,28,40,145,46,150,323,,,,,04:06:00,04:06:00,,,,,7,3,Z355,V836
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS120,R128,04:49:00,,F,5,MC10,"6-3,6-3,4-6,6-7(7),7-6(10)",A. Murray,M. Berrettini,,,GBR,ITA,6-3,6-3,4-6,6-7(7),7-6(10),04:49:00,A,A. Murray,M. Berrettini,GBR,ITA,,,313,/en/stats/leaderboard?page=serve,2,10,70,120,172,72,86,120,67,35,52,80,4,5,26,314,/en/stats/leaderboard?page=serve,1,31,70,108,155,83,90,108,43,20,47,40,2,5,26,70,121,172,29,45,155,51,166,327,71,110,155,30,51,172,49,161,327,,,,,04:49:00,04:49:00,,,10,6,7,9,MC10,BK40
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS121,R128,01:45:00,,F,3,KD46,"6-1,6-2,6-2",T. Kokkinakis,F. Fognini,,,AUS,ITA,6-1,6-2,6-2,,,01:45:00,A,T. Kokkinakis,F. Fognini,AUS,ITA,,,323,/en/stats/leaderboard?page=serve,1,14,77,49,64,86,42,49,47,7,15,100,2,2,12,209,/en/stats/leaderboard?page=serve,2,4,70,46,66,57,26,46,35,7,20,45,5,11,11,77,49,64,50,33,66,63,82,130,50,33,66,23,15,64,37,48,130,,,,,01:45:00,01:45:00,,,,,,,KD46,F510
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS122,R128,03:16:00,,F,5,H09P,"6-4,1-6,6-3,3-6,6-3",B. Holt,A. Vukic,,,USA,AUS,6-4,1-6,6-3,3-6,6-3,03:16:00,A,B. Holt,A. Vukic,USA,AUS,,,271,/en/stats/leaderboard?page=serve,2,4,67,96,143,68,65,96,53,25,47,50,4,8,22,286,/en/stats/leaderboard?page=serve,3,19,64,90,141,70,63,90,55,28,51,67,8,12,22,63,90,143,35,50,141,49,140,284,65,91,141,37,53,143,51,144,284,,,,,03:16:00,03:16:00,,,,,,,H09P,V832
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS123,R128,01:51:00,,F,3,BD06,"6-3,6-2,6-2",R. Bautista Agut,J. Sousa,,,ESP,POR,6-3,6-2,6-2,,,01:51:00,A,R. Bautista Agut,J. Sousa,ESP,POR,,,308,/en/stats/leaderboard?page=serve,4,6,65,50,77,78,39,50,63,17,27,100,4,4,13,228,/en/stats/leaderboard?page=serve,0,4,73,48,66,60,29,48,33,6,18,17,1,6,12,73,56,77,47,31,66,61,87,143,53,35,66,27,21,77,39,56,143,,,,,01:51:00,01:51:00,,,,,,,BD06,SH90
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS124,R128,03:12:00,,F,5,DH50,"6-0,6-7(3),3-6,6-4,6-3",A. Davidovich Fokina,A. Bublik,,,ESP,KAZ,6-0,6-7(3),3-6,6-4,6-3,03:12:00,A,A. Davidovich Fokina,A. Bublik,ESP,KAZ,,,299,/en/stats/leaderboard?page=serve,3,7,70,96,138,72,69,96,62,26,42,67,4,6,23,253,/en/stats/leaderboard?page=serve,16,20,54,74,136,78,58,74,44,27,62,54,7,13,23,69,95,138,38,51,136,53,146,274,63,85,136,31,43,138,47,128,274,3,7,,,03:12:00,03:12:00,,,,,,,DH50,BK92
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS125,R128,01:43:00,,F,3,PL56,"6-1,7-6(8),6-2",T. Paul,J. Struff,,,USA,GER,6-1,7-6(8),6-2,,,01:43:00,A,T. Paul,J. Struff,USA,GER,,,322,/en/stats/leaderboard?page=serve,1,20,68,54,79,83,45,54,60,15,25,67,2,3,14,223,/en/stats/leaderboard?page=serve,6,8,53,42,79,69,29,42,38,14,37,50,5,10,13,76,60,79,46,36,79,61,96,158,54,43,79,24,19,79,39,62,158,8,6,,,01:43:00,01:43:00,,,,,,,PL56,SL28
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS126,R128,02:23:00,,F,4,B0CD,"3-6,6-2,6-3,6-2",J. Brooksby,C. O'Connell,,,USA,AUS,3-6,6-2,6-3,6-2,,02:23:00,A,J. Brooksby,C. O'Connell,USA,AUS,,,300,/en/stats/leaderboard?page=serve,2,9,66,68,103,76,52,68,57,20,35,80,4,5,17,245,/en/stats/leaderboard?page=serve,4,8,55,57,104,63,36,57,53,25,47,55,6,11,17,70,72,103,41,43,104,56,115,207,59,61,104,30,31,103,44,92,207,,,,,02:23:00,02:23:00,,,,,,,B0CD,O483
580,2023,Australian Open,GS,2023-01-16T00:00:00,2023-01-29T00:00:00,Hard,128,34848000,A$,MS127,R128,03:15:00,,F,4,RH16,"6-3,7-6(8),6-7(5),6-3",C. Ruud,T. Machac,,,NOR,CZE,6-3,7-6(8),6-7(5),6-3,,03:15:00,A,C. Ruud,T. Machac,NOR,CZE,,,309,/en/stats/leaderboard?page=serve,3,11,65,87,133,69,60,87,72,33,46,75,3,4,21,265,/en/stats/leaderboard?page=serve,1,10,64,97,152,74,72,97,38,21,55,69,9,13,21,70,93,133,39,59,152,53,152,285,61,93,152,30,40,133,47,133,285,8,6,5,7,03:15:00,03:15:00,,,,,,,RH16,M0FH
